itemID,itemKey,itemType,dateAdded,dateModified,title,abstractNote,date,publisher,place,volume,numberOfVolumes,edition,series,seriesNumber,numPages,pages,ISBN,ISSN,url,accessDate,language,shortTitle,libraryCatalog,callNumber,archiveLocation,rights,extra,publicationTitle,bookTitle,websiteTitle,university,creators,collections
511,RG6PMUM7,book,"2019-12-10 23:36:23","2019-12-10 23:41:00","Seattle subtext",,"1984-00-00 1984","Visual Studies Workshop Press ; Real Comet Press","Rochester, N.Y. ; Seattle",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb1933391,,English,,,"TR820 .B46 1984","Art Library",,,,,,,"Paul, 1948- Berger","Artists' Books Collection"
513,BT9S9S3C,book,"2019-12-10 23:31:09","2019-12-10 23:34:43","Quincy book.",,"1973-00-00 1973","Addison Gallery of American Art, Phillips Academy","Andover, Mass.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb1906230,,English,,,"N7433.4.A64 Q5 1973","Art Library",,,,,,,"Carl, 1935- Andre","Artists' Books Collection; CMPL 260"
514,2KV4AXNL,book,"2019-12-10 23:28:19","2019-12-10 23:31:11","[One night stood",,"1977-00-00 1977","Future Press","New York",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb1868216,,English,,,"N7433.4.K67 O6 1977","Art Library",,,,,,,"Richard Kostelanetz","Artists' Books Collection"
515,YM5KGVFK,book,"2019-12-10 23:23:42","2019-12-10 23:28:24","Any one to tease a saint seriously --Gertrude Stein",,"1972-00-00 1972","J. Stein",[S.l.],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb1863834,,English,,,"N7433.4 .S74 1972","Art Library",,,,,,,"Judith Stein","Artists' Books Collection"
516,PISKQPWT,book,"2019-12-10 23:02:00","2019-12-10 23:22:47","Twelve drawings : hand stamped",,"1974-00-00 1974",[s.n.],"New York",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb1863823,,English,,,"N7433.4 .J33 1974","Art Library",,,,,,,"Robert Jacks","Artists' Books Collection"
517,86YAACKX,book,"2019-12-10 22:56:06","2019-12-10 23:00:23","""A declaration of dependence""",,"1975-00-00 1975","J. Romeu",[S.l.],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb1863771,,English,,,"N7433.4 .R65 1975","Art Library",,,,,,,"Joost A. Romeu","Artists' Books Collection"
518,AXTA2L4M,book,"2019-12-10 22:50:16","2019-12-10 22:53:10","The illustrated 6 from the top, or, You cannot have your cake and eat it too",,"1975-00-00 1975","Jungle Garden Press","Berkeley, Calif.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb1863770,,English,,,"N7433.4 .T73 1975","Art Library",,,,,,,"Carol Trantor","Artists' Books Collection"
519,XQKF3F3P,book,"2019-12-09 22:29:28","2019-12-10 17:32:47",Partitions,,"1976-00-00 1976","J. Apple","New York",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb1863597,,English,,,"N7433.4 .A66 1976","Art Library",,,,,,,"Jacki Apple","Artists' Books Collection"
520,T69EUI24,book,"2019-12-09 22:27:26","2019-12-09 22:29:34","Post-partum document","This book documents an evolving work of conceptual art about the mother-child relationship begun by Mary Kelly during the 70s and exhibited in the 70s & 80s as an installation, with photographs and analyses of the material evidence of her baby's transition from infancy to the beginnings of independence. It introduced an interrogation of subjectivity by using psychoanalytic theory and focusing on the construction of material femininity.","1983-00-00 1983","Routledge & Kegan Paul","London ; Boston",,,,,,212,,0-7100-9495-7,,https://catalog.lib.unc.edu/catalog/UNCb1862535,,English,,,"N7433.4.K45 A4 1983","Art Library",,"Includes foreward by Lucy R. Lippard.",,,,,"Mary Kelly","Artists' Books Collection"
521,9YD9TLR2,book,"2019-12-09 22:25:39","2019-12-09 22:27:38","Bird songs, heartbeats",,"1980-00-00 1980",Kalejdoskop,"Ahus, Sweden",,,1st,,,76,,91-85552-36-4,,https://catalog.lib.unc.edu/catalog/UNCb1845760,,English,,,"N7433.4.W43 B573 1980","Art Library",,,,,,,"Susan Weil","Artists' Books Collection"
522,RUXMNZT2,book,"2019-12-09 22:24:03","2019-12-09 22:25:47","P.H. Polk, photographs",,"1980-00-00 1980","Nexus Press","Atlanta, GA",,,,,,111,,0-932526-03-9,,https://catalog.lib.unc.edu/catalog/UNCb1840364,,English,,,"N7433.4.P65 P2 1980","Art Library",,,,,,,"P. H., Polk; Pearl Cleage","Artists' Books Collection"
523,F7622I8Z,book,"2019-12-09 22:22:52","2019-12-09 22:24:15","Heredity study : 1970-71",,"1972-00-00 1972","A. Tacha","Oberlin, Ohio ; Rome","1,2",,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb1836877,,English,,,"N7433.4 .S654","Art Library",,,,,,,"Athena Tacha","Artists' Books Collection"
524,CAZG5JIU,book,"2019-12-09 22:21:13","2019-12-09 22:22:57","Thirty five years/one week",,"1981-00-00 1981","Visual Studies Workshop Press","Rochester, N.Y.",,,,,,88,,0-89822-019-X,,https://catalog.lib.unc.edu/catalog/UNCb1827446,,English,,,"N7433.4.U63 A4 1981","Art Library",,,,,,,"Linn Underhill","Artists' Books Collection"
525,YEUNFQ2H,book,"2019-12-09 22:19:56","2019-12-09 22:21:21","Close-cropped tales",,"1981-00-00 1981","CEPA Gallery","Buffalo, N.Y.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb1787781,,English,,,"N7433.4.B34 C5 1981","Art Library",,,,,,,"John Baldessari","Artists' Books Collection"
526,XRTNP8B7,book,"2019-12-09 22:18:34","2019-12-09 22:19:59","Boiling coffee",,"1980-00-00 1980","Tanam Press","new york",,,,,,166,,0-934378-11-8,,https://catalog.lib.unc.edu/catalog/UNCb1770478,,English,,,"N7433.4.N63 B6 1980","Art Library",,"""Issued in a paperback edition of 1750, a hardbound edition of 180, and a signed edition of 70 numbered copies containing two original manuscript pages""--p. [2]",,,,,"Richard Nonas","Artists' Books Collection"
527,XUVN7Z84,book,"2019-12-09 22:17:04","2019-12-09 22:18:43",Clinkscale.,,"0197-00-00 197-?",Weproductions,"New York",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb1765011,,English,,,"N7433.4 .D68","Art Library",,,,,,,"Helen Douglas; Telfer Stokes","Artists' Books Collection"
528,5FGBIBMM,book,"2019-12-09 22:15:53","2019-12-09 22:17:09",Moogambo,,"1976-00-00 1976","[S.l. : s.n.]",,,,,,,53,,,,https://catalog.lib.unc.edu/catalog/UNCb1764661,,"English and French",,,"N7433.4 .S52 1976","Art Library",,,,,,,"Tony Shafrazi","Artists' Books Collection"
529,GS3RKCKK,book,"2019-12-09 22:14:20","2019-12-09 22:15:56","Five stories",,"1974-00-00 1974","John Weber Gallery","New York",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb1762197,,English,,,"N7433.4 .P698 1974","Art Library",,,,,,,"Lucio Pozzi","Artists' Books Collection"
530,AEL6GH6Q,book,"2019-12-09 17:06:13","2019-12-09 22:15:09","The location of straight, not-straight & broken lines and all their combinations.",,"1976-00-00 1976","John Weber Gallery","New York",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb1490358,,English,,,"N7433.4 .L485 1976","Art Library",,,,,,,"Sol LeWitt","Artists' Books Collection"
531,6T27APQ6,book,"2019-12-09 22:11:10","2019-12-09 22:12:44",Blindsight,,"1979-00-00 1979","Wichita State University, Dept. of Art Education","Wichita, Kan.",,,,,,28,,0-9602702-0-5,,https://catalog.lib.unc.edu/catalog/UNCb1749821,,English,,,"N7433.4.K36 B6 1979","Art Library",,,,,,,"Allan Kaprow","Artists' Books Collection"
532,MUMG8CL7,book,"2019-12-09 22:08:57","2019-12-09 22:11:14","A humument : a treated Victorian novel","One day, Phillips went to a bookseller's with the express intention of buying a cheap book to use as the basis of an art project. He randomly purchased a novel called A Human Document by Victorian author William Hurrell Mallock, and began a long project of creating art from its pages. He paints, collages or draws over the pages, leaving some of the text peeking through in serpentine bubble shapes, creating a ""found"" text with its own story, different from the original. Characters from Mallock's novel appear in the new story, but the protagonist is a new character named ""Bill Toge"", whose surname can only appear on pages which originally contained words like ""together"" or ""altogether"". Toge's story is a meditation on unrequited love and the struggle to create and appreciate art.","1980-00-00 1980","Thames and Hudson",London,,,,,,"367 pages, 5 unnumbered pages",,0-500-09146-3,,https://catalog.lib.unc.edu/catalog/UNCb1741146,,English,,,"N7433.4.P53 H8 1980","Art Library",,,,,,,"Tom Phillips","Artists' Books Collection"
533,5GIKXZHG,book,"2019-12-09 22:07:30","2019-12-09 22:09:22","The Ann Scales postcards : March 14, 1973-March 14, 1975",,"1975-00-00 1975","Printed Matter","New York",,,,,,,,0-89439-004-X,,https://catalog.lib.unc.edu/catalog/UNCb1731798,,English,,,"N7433.4 .G22 1975","Art Library",,,,,,,"Joseph Gabe; Mary Jean Kenton; Ann Chapman Scales","Artists' Books Collection"
534,UCTJPHGL,book,"2019-12-09 22:06:23","2019-12-09 22:07:35","Cock fight dance",,"1980-00-00 1980","Rizzoli : Multiples","New York",,,,,,,,0-8478-0274-4,,https://catalog.lib.unc.edu/catalog/UNCb1725932,,English,,,"N7433.4 .L48 1980","Art Library",,,,,,,"Sol LeWitt","Artists' Books Collection"
535,V9EQXMKK,book,"2019-12-09 22:04:56","2019-12-09 22:06:35","Sunrise & sunset at Praiano",,"1980-00-00 1980","Rizzoli : Multiples","New York",,,,,,,,0-8478-0275-2,,https://catalog.lib.unc.edu/catalog/UNCb1712969,,English,,,"N7433.4.L48 S87 1980","Art Library",,,,,,,"Sol LeWitt","Artists' Books Collection"
536,JRQDNKJH,book,"2019-12-09 22:03:49","2019-12-09 22:05:00","Things don't always fall into place",,"1979-00-00 1979","Visual Studies Workshop","Rochester, N.Y.",,,,,,16,,,,https://catalog.lib.unc.edu/catalog/UNCb1711876,,English,,,"N7433.4.Z93 A4 1979","Art Library",,,,,,,"Janet Zweig","Artists' Books Collection"
537,VM5E9HFK,book,"2019-12-09 22:02:26","2019-12-09 22:03:57","We the people : proposal for Message Monument No. 1, a gift to the nation",,"1976-00-00 1976","J.C. Shaw",,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb1709787,,English,,,"N7433.4 .S525 1976","Art Library",,,,,,,"Joyce Cutler-Shaw","Artists' Books Collection"
538,ZYHSNVXL,book,"2019-12-09 21:57:13","2019-12-09 22:02:32","Nine swimming pools and a broken glass.",,"1968-00-00 1968","distributed by Wittenborn","New York",,1,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb1705821,,English,,,"N7433.4.R78 A4 1968","Art Library",,,,,,,"Edward Ruscha","Artists' Books Collection"
539,E96R942N,book,"2019-12-09 21:54:16","2019-12-09 21:56:01","A few palm trees.",,"1971-00-00 1971","Heavy Industry Publications","Hollywood, Calif.",1,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb1705820,,English,,,"N7433.4.R78 A4 1971b","Art Library",,,,,,,"Edward Ruscha","Artists' Books Collection"
540,2AWAWJPU,book,"2019-12-09 21:52:34","2019-12-09 21:54:21","Six arcs",,"1978-00-00 1978","Lapp Princess Press","New York",,,,,,,,0-930378-10-5,,https://catalog.lib.unc.edu/catalog/UNCb1702252,,English,,,"N7433.4 .M34 1978","Art Library",,,,,,,"Robert Mangold","Artists' Books Collection"
541,XQ2EYEXV,book,"2019-12-09 21:49:16","2019-12-09 21:50:57","Transformations I, 1973-74",,"1977-00-00 1977, c1976","Printed Matter, Inc.","New York",,,,,,,,0-89439-005-8,,https://catalog.lib.unc.edu/catalog/UNCb1693199,,English,,,"N7433.4 .L36 1977","Art Library",,,,,,,"Ellen Lanyon","Artists' Books Collection"
542,CXQECM2K,book,"2019-12-09 21:48:01","2019-12-09 21:49:24","Guacamole airlines and other drawings",,"1980-00-00 1980","H. N. Abrams","New York",,,,,,96,,0-8109-2228-2,,https://catalog.lib.unc.edu/catalog/UNCb1688303,,English,,,"NC139.R86 A4 1980","Art Library",,,,,,,"Edward Ruscha","Artists' Books Collection"
543,98D8LT43,book,"2019-12-09 21:46:29","2019-12-09 21:48:06","Photoanalysis : a structuralist play",,"1978-00-00 1978","Duk Moon","Seoul, Korea",,,,,,114,,,,https://catalog.lib.unc.edu/catalog/UNCb1686745,,English,,,"PS3561 .I6675 1978","Art Library",,,,,,,"Michael Kirby","Artists' Books Collection"
544,85E93UUB,book,"2019-12-09 21:45:10","2019-12-09 21:46:06","Different notions of cleanliness",,"1972-00-00 1972",[s.n.],"Oberlin, Ohio",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb1668034,,English,,,"N7433.4 .S65 1972","Art Library",,,,,,,"Athena Tacha","Artists' Books Collection"
545,TGE4ZDRG,book,"2019-12-09 21:43:23","2019-12-09 21:45:22","Inches and field",,"1978-00-00 1978","Lapp Princess Press","New York",,,,,,24,,0930378093,,https://catalog.lib.unc.edu/catalog/UNCb1651768,,English,,,"N7433.4 .M36 1978","Art Library",,,,,,,"Sylvia Plimack Mangold","Artists' Books Collection"
546,I65L5MZF,book,"2019-12-09 21:41:56","2019-12-09 21:42:56","Geometric figures & color",,"1979-00-00 1979","H. N. Abrams","New York",,,,,,48,,0-8109-2196-0,,https://catalog.lib.unc.edu/catalog/UNCb1648033,,English,,,"N7433.4.L48 G43 1979","Art Library",,,,,,,"Sol LeWitt","Artists' Books Collection"
547,CMVN8WDV,book,"2019-12-09 21:40:14","2019-12-09 21:41:24","955,000 : an exhibition",,"1970-00-00 1970",,Vancouver,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb1647385,,English,,,"N7433.4.L56 A62 1970","Art Library",,,,,,,"Lucy R. Lippard","Artists' Books Collection; ARTH 551"
548,NEZ3WGM7,book,"2019-12-09 21:38:08","2019-12-09 21:39:35","Warwick Mountain series : photographs",,"1978-00-00 1978","Nexus Press","Atlanta, GA",,,,,,58,,0-932526-01-2,,https://catalog.lib.unc.edu/catalog/UNCb1647293,,English,,,"N7433.4.P47 W28 1978 c. 2","Art Library",,"number 502 in an edition of 1000",,,,,"Philip Perkis","Artists' Books Collection; CMPL 260"
549,3RXFUKBQ,book,"2019-12-09 21:35:21","2019-12-09 21:38:14","Mitogramas (1968-1976)",,"1978-00-00 1978",Turner,Madrid,,,,,,51,,84-85137-82-5,,https://catalog.lib.unc.edu/catalog/UNCb1641872,,Spanish,,,"N7433.4.M54 A4 1978","Art Library",,,,,,,"Fernando Millán","Artists' Books Collection"
550,PKZPLBAL,book,"2019-12-09 21:32:02","2019-12-09 21:35:27","Six wall drawings : arcs with straight lines, non-straight lines and broken lines",,"1973-00-00 1973","Cusack Gallery",Houston,,,,,,16,,,,https://catalog.lib.unc.edu/catalog/UNCb1619850,,English,,,"N7433.4.L48 S68 1973","Art Library",,,,,,,"Sol LeWitt","Artists' Books Collection"
551,PJT388E9,book,"2019-12-09 21:31:06","2019-12-09 21:32:04","[Untitled : pink cover]",,"1976-00-00 1976","P. Johnson","New York",,,,,,35,,,,https://catalog.lib.unc.edu/catalog/UNCb1619283,,English,,,"N7433.4 .J64 1976","Art Library",,,,,,,"Poppy Johnson","Artists' Books Collection"
552,QX3E9UY8,book,"2019-12-09 21:29:50","2019-12-09 21:31:08","Wall drawings : seventeen squares of eight feet with sixteen lines and one arc",,"1973-00-00 1973","Center for the Visual Arts","Portland, OR",,,,,,20,,,,https://catalog.lib.unc.edu/catalog/UNCb1619200,,English,,,"N7433.4.L48 W33 1973","Art Library",,,,,,,"Sol LeWitt","Artists' Books Collection"
553,7SDSLPJQ,book,"2019-12-09 21:28:58","2019-12-09 21:29:55","Changing license",,"1975-00-00 1975","[s.l. : s.n., 1975?]",,,,,,,16,,,,https://catalog.lib.unc.edu/catalog/UNCb1619020,,English,,,"N7433.4 .K86 1975","Art Library",,,,,,,"Bruce D. Kurtz","Artists' Books Collection"
554,9566N2AN,book,"2019-12-09 21:27:15","2019-12-09 21:29:07","Richard Long : South America, 1972.",,"1972-00-00 1972","Konrad Fischer",Dusseldorf,,,,,,31,,,,https://catalog.lib.unc.edu/catalog/UNCb1618757,,English,,,"N7433.4 .L658 1972","Art Library",,,,,,,"Richard Long","Artists' Books Collection; CMPL 260"
618,K7MIXPJ9,book,"2020-01-15 15:57:54","2020-01-15 15:58:35","Fantastic architecture",,"1971-00-00 1971","Something Else Press","New York",,,,,,,,0-87110-089-4,,https://catalog.lib.unc.edu/catalog/UNCb3162941,,English,,,"N7433.4.H54 P66 1971","Art Library",,,,,,,"Dick, 1938-1998 Higgins; Wolf, 1932-1998 Vostell","Artists' Books Collection"
619,RBC7F3TV,book,"2020-01-15 15:56:53","2020-01-15 15:57:54","Analemmic : an equation of time",,"1998-00-00 1998","Nexus Press","Atlanta, GA",,,,,,,,0-932526-61-6,,https://catalog.lib.unc.edu/catalog/UNCb3160486,,English,,,"N7433.4.B452 A73 1997","Art Library",,,,,,,"Leslie Bellavance","Artists' Books Collection"
620,GXY9N46I,book,"2020-01-15 15:55:21","2020-01-15 15:56:28","John in sixteen parts",,"1997-00-00 1997","New York : P.P.O.W. Gallery ; Boston : Howard Yezerski Gallery ; Chicago : Stephen Daiter Photography, c1997.",,,,,,,,,1-887593-06-3,,https://catalog.lib.unc.edu/catalog/UNCb3133666,,English,,,"N7433.4.S357 J6 1997","Art Library",,,,,,,"Gary, 1954- Schneider; Deborah Martin Kao","Artists' Books Collection"
621,NTVZIRLV,book,"2020-01-15 15:54:38","2020-01-15 15:55:21","A game of chess",,"1986-00-00 1986","Women's Studio Workshop Print Center","Austin, TX",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb3131916,,English,,,"N7433.4.W335 G3 1986","Art Library",,,,,,,"Ellen Wallenstein","Artists' Books Collection"
622,9IXNB9Y7,book,"2020-01-15 15:53:36","2020-01-15 15:54:24","The word made flesh",,"1996-00-00 1996","Granary Books","New York",,,,,,,,1887423091,,https://catalog.lib.unc.edu/catalog/UNCb3117989,,English,,,"N7433.4.D83 W67 1996","Art Library",,,,,,,"Johanna, 1952- Drucker","Artists' Books Collection"
623,EHHNIHL5,book,"2020-01-15 15:52:24","2020-01-15 15:53:12","Conviviality : flirtation, displeasure, and the hospitable in the visual arts.",,"1995-00-00 1995","Hirsch Foundation","Northbrook, Ill.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb3116702,,English,,,"N7433.4.H55 C65 1995","Art Library",,,,,,,"Mitchell Kane","Artists' Books Collection; Fall 2021 display -- Care and Wellness"
624,B68GWBNJ,book,"2020-01-15 15:50:47","2020-01-15 15:52:24",Contemplazioni,,"1967-00-00 1967","All'insegna del pesce d'oro, 1967.",Milano,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb3113392,,Italian,,,"N7433.4.M3815 C66 196","Art Library",,"Copy 456 of 1000",,,,,"Arturo, 1889-1947 Martini; Silvano, 1937- Scheiwiller; Vanni Scheiwiller; Carlo, 1906-1978 Scarpa","Artists' Books Collection"
625,BHZT8DG4,book,"2020-01-15 15:50:04","2020-01-15 15:50:57","January 5-31, 1969",,"1969-00-00 1969","Seth Sieglaub","New York",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb3099428,,English,,,"N7433.4.S533 J3 1969","Art Library",,,,,,,"Seth, 1941-2013 Siegelaub","Artists' Books Collection"
626,YKNYU9HC,book,"2020-01-15 15:49:10","2020-01-15 15:50:04","11 excerpts (1967-1970) = 11 [i.e. onze] extraits (1967-1970)",,"1971-00-00 1971","Édition Sonnabend",Paris,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb3089892,,"English ; French",,,"N7433.4.B63 A14 1971","Art Library",,,,,,,"Mel, 1940- Bochner","Artists' Books Collection"
627,WI8AKUQ2,book,"2020-01-15 15:48:29","2020-01-15 15:49:10","In this land",,"1988-00-00 1988","Women's Studio Workshop","Rosendale, N.Y.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb3068292,,English,,,"N7433.4.B59 I6 1988","Art Library",,,,,,,"Judith Blumberg; Women's Studio Workshop","Artists' Books Collection"
628,5L2TAD4P,book,"2020-01-15 15:47:52","2020-01-15 15:48:13","The queen of wands",,"1993-00-00 1993","Women's Studio Workshop","Rosedale, NY",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb3063643,,English,,,"N7433.4.K56 Q84 1993","Art Library",,,,,,,"Susan Elizabeth, 1947- King","Artists' Books Collection"
629,39NEFI87,book,"2020-01-15 15:46:10","2020-01-15 15:47:24","Some (m)other stories, a parent(hetic)al tale",,"1995-00-00 1995","Southeast Museum of Photography; Visual Studies Workshop","Daytona Beach, FL",,,,,,,,1-887040-11-0,,https://catalog.lib.unc.edu/catalog/UNCb3063145,,English,,,"N7433.4.F53 S664 1995","Art Library",,,,,,,"Carol Flax","Artists' Books Collection"
630,CLFJCLPS,book,"2020-01-15 15:45:23","2020-01-15 15:46:10","Only child",,"1995-00-00 1995","Visual Studies Workshop","Rochester, N.Y.",,,,,,,,0-89822-112-9,,https://catalog.lib.unc.edu/catalog/UNCb3059842,,English,,,"N7433.4.B58 O559 1995","Art Library",,,,,,,"Ricardo Bloch","Artists' Books Collection"
631,PMVKE79R,book,"2020-01-15 15:44:03","2020-01-15 15:45:24",Kaddish,,"1995-00-00 1995","Visual Studies Workshop Press","Rochester, N.Y.",,,,,,,,0-89822-113-7,,https://catalog.lib.unc.edu/catalog/UNCb3059827,,English,,,"N7433.4.L84 A4 1995","Art Library",,,,,,,"Jenni, 1953- Lukač","Artists' Books Collection"
632,2G2XDJXS,book,"2020-01-15 15:42:55","2020-01-15 15:44:03",Home,,"1995-00-00 1995","Visual Studies Workshop","Rochester, N.Y.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb3048954,,English,,,"N7433.4.B444 H664 1995","Art Library",,,,,,,"Roberley Bell","Artists' Books Collection"
655,P2EF5MPR,book,"2020-01-27 18:59:48","2020-01-27 19:00:49",Eight.,,"1999-00-00 1999","Cranky Pants Press, ; Nexus Press","[S.l.] ; Atlanta Ga.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb4292970,,English,,,"N7433.4.P42 E6 1999","Art Library",,,,,,,"Pamela Pecchio","Artists' Books Collection"
656,V9GG5ER6,book,"2020-01-27 18:59:05","2020-01-27 18:59:26","AT lanta 1945+50",,"1996-00-00 1996","Nexus Press","Atlanta, Ga.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb4266740,,English,,,"N7433.4.O415 A8 1996","Art Library",,,,,,,"Shinro, 1955- Ohtake; Nexus Press; Atlanta Committee for the Olympic Games","Artists' Books Collection"
657,V4KYQD7L,book,"2020-01-27 18:58:13","2020-01-27 18:58:45","Vie impossible",,"2001-00-00 2001","Verlag der Buchhandlung Walther König","Köln",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb4242312,,French,,,"N7433.4.B65 A4 2001","Art Library",,,,,,,"Christian, 1944- Boltanski; Anhaltische Gemäldegalerie Dessau","Artists' Books Collection; 2000-07"
