SSID,Filename,File Count,Creator[4599],Publisher[3099011],Title[4601],Image View Type[4603],Date[4604],Materials/Techniques[4608],Measurements[4609],Artstor Classification[4610],Work Type[4867],Repository[4612],Call Number[4613],Creation/Discovery Site[4615],Country[4619],Description[4620],Subject[4621],Relationships[4622],Source[4623],Photographer[4624],Image Date[4625],ID Number[4626],Rights[4627],ARTstor Id[4628],Resource Type[1040493],Media URL
23965284,zibayan_dar1.tif,2,"Dilvar?y, Hum?, 1980-",,Z?b?y?n dar ?tash m??m?rand,(Cover & interior images),2016 or 2017,Binding method -- Unknown.| Printing / production method -- Screen print.,36 unnumbered pages : color illustrations ; 21 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.D565 Z53 2016,[Iran] : [publisher not identified],,,Screen printing.| Canvas (textile material),,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,9/29/2018,zibayan_dar1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/23965284/representation-view
23965278,in_war_19401.tif,2,"Baldner, Karen",,In war 1940-,(Cover & interior images),2017,Binding method -- Piano hinge binding.| Printing / production method -- Screen print.| Printing / production method -- Letterpress.| Printing / production method -- Pulp painting.,6 unnumbered leaves ; 33 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.B3415 I5 2017,"Bloomington, Indiana | San Francisco, California",,,"Veterans -- United States -- 20th century.| Veterans -- United States -- 21st century.| Military uniforms in art -- Specimens.| World War, 1939-1945 -- Veterans -- United States.| Korean War, 1950-1953 -- Veterans -- United States.| Vietnam War, 1961-1975 -- Veterans -- United States.| Persian Gulf War, 1991 -- Veterans -- United States.| Afghan War, 2001- -- Veterans -- United States.| Iraq War, 2003-2011 -- Veterans -- United States.| Papermaking -- Technique.| Gifts -- United States.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,9/29/2018,in_war_19401,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/23965278/representation-view
23965276,eden1.tif,2,"Couzinet-Jacques, Sylvain.",,Eden,(Cover & interior images),2016,Binding method -- Smyth sewing. | Printing / production method -- Offset.,1 volume (unpaged) : illustrations ; 32 cm,Prints,Artist's book,Joseph C. Sloane Art Library,TR655 .C69 2016 c. 2,[New York] : Aperture,,,"Photography, Artistic.| Architecture -- North Carolina -- Eden.| Historic buildings -- North Carolina -- Eden.| Eden (N.C.) -- History.| Eden (N.C.) -- Buildings, structures, etc.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,9/29/2018,eden1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/23965276/representation-view
23965274,ecce_homo1.tif,2,"Jaberha, Hamed, 1984-",,Ecce homo,(Cover & interior images),2017,Binding method -- Side sewing.| Printing / production method -- Unknown.,1 volume (unpaged) : chiefly illustrations (some color) ; 28 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.J25 E23 2017,[Iran] : [publisher not identified],,,"Photography, Artistic.| Portrait photography.| Poverty in art.| Paper, Handmade -- Specimens.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,9/29/2018,ecce_homo1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/23965274/representation-view
23957462,you_didnt_arrive_in_time1.tif,2,"Nav?d, Mahd?, 1981 or 1982-",,"T? nay?mad? bi-hang?m, j?-yi t? sar shab ?mad = You didn't arrive in time, dusk fell instead",(Cover & interior images),2015 or 2016,Binding method -- Pamphlet binding| Printing / production method -- Offset.,64 unnumbered pages : color illustrations ; 21 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.N39 T8 2015,Tihr?n : Nashr-i Bun G?h,,,"Photography, Artistic.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,9/25/2018,you_didnt_arrive_in_time1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/23957462/representation-view
23957460,place_keresht1.tif,2,"Ahmadi, Hedieh, 1987-",,Place: Keresht - time: 2014-15 = Mak?n: Kirisht - zam?n:1393-4,(Cover & interior images),2016,Binding method -- Unbound folios.| Printing / production method -- Offset.,60 unnumbered pages : all illustrations ; 21 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.A35 P53 2016,"Tehran, Iran : [publisher not identified]",,,"Photography, Artistic.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,9/25/2018,place_keresht1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/23957460/representation-view
23957458,naseris_road1.tif,2,"Ahmadi, Hedieh, 1987-",,Naseri's road = R?h-i N??ir?,(Cover & interior images),2017,Binding method -- Side sewing.| Printing / production method -- Offset.,1 volume (unpaged) : all illustrations ; 21 cm.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.A35 N37 2017,"Tehran : Bon Gah,",,,"Photography, Artistic.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,9/25/2018,naseris_road1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/23957458/representation-view
23957456,gasoline_station1.tif,2,"Mutaba??ir?, Bihz?d",,Pump-i binz?n = Gasoline station ??? ????? = Gasoline station,(Cover & interior images),2017,Binding method -- Perfect binding.| Printing / production method -- Digital print (unspecified),44 unnumbered pages ; 18 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M915 P86 2017,[Iran] : Bihz?d Mutaba??ir?,,,Service stations in art.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,9/25/2018,gasoline_station1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/23957456/representation-view
23957454,do_you_know_this_tree1.tif,2,"Bell, Roberley",,Do you know this tree? = Bu a?ac? tan?yor musunuz?,(Cover & interior images),2017,Binding method -- Perfect binding.| Printing / production method -- Offset.,1 volume (unpaged) : color illustrations ; 23 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.B444 D6 2017,"Rochester, NY : VSW Press",,,Trees -- Turkey -- Istanbul -- Pictorial works.| Walking in art.| Trees in art.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,9/25/2018,do_you_know_this_tree1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/23957454/representation-view
23249428,tomorrows_man_41.tif,2,"Pierson, Jack, 1960-",,Tomorrow's man 4,(Cover & interior images),2017,Binding method -- Smyth sewing. | Printing / production method -- Offset.,1 volume (unpaged) : chiefly color illustrations ; 26 cm + 4 posters (52 x 76 cm folded to 26 x 19 cm),Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.P547 P56 2017,"[Port Colborne, Ontario] : Bywater Bros. Editions",,,Photography of men.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,"July 23, 2018",tomorrows_man_41,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/23249428/representation-view
23249426,perimetro1.tif,2,"Leite, Luiza, 1973-",,Perímetro,(Cover & interior images),2014,Binding method -- Pamphlet binding | Printing / production method -- Digital print (laser),1 volume (unpaged) : illustrations ; 21 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L45 P47 2014,[Rio de Janeiro] : Fada Inflada,,,,"July 23, 2018",University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,,perimetro1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/23249426/representation-view
23249424,dentes1.tif,2,"Leite, Luiza, 1973-",,"Dentes, frascos e fósforos",(Cover & interior images),2017,Binding method -- Side sewing. | Printing / production method -- Unknown.,16 unnumbered pages : color illustrations ; 13 x 21 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.P63 D46 2017,[Rio de Janeiro] : [Fada Inflada],,,,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,"July 23, 2018",dentes1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/23249424/representation-view
23249422,como_construir1.tif,2,"Leite, Luiza, 1973- | Podlubny, Tatiana.",,Como construir um modelo vivo,(Cover & interior images),2017,Binding method -- Pamphlet binding | Printing / production method -- Unknown.,1 volume (unpaged) : color illustrations ; 18 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L45 C66 2017,"[Rio de Janeiro] : Fada Inflada,",,,,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,"July 23, 2018",como_construir1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/23249422/representation-view
23249420,atravessamentos1.tif,2,"Melo, Marrytsa, photographer.",,Atravessamentos,(Cover & interior images),2017,Binding method -- Pamphlet binding| Printing / production method -- Unknown.,1 volume (unpaged) : chiefly illustrations ; 20 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M464 A87 2017,Rio de Janeiro,,,"Photography, Artistic.",,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,"July 23, 2018",atravessamentos1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/23249420/representation-view
23249418,anotacoes_noturnas1.tif,2,"Podlubny, Tatiana, artist.",,Anotações noturnas,(Cover & interior images),2012,Binding method -- Pamphlet binding| Printing / production method -- Offset.,36 unnumbered pages : chiefly color illustrations ; 14 cm,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.P63 A5 2012,"Sao José dos Campos, Sao Paulo",,,Artists' books -- Brazil.,,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,"July 23, 2018",anotacoes_noturnas1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/23249418/representation-view
